0,1,2,3,4,5,6,7,8,9,10,11,chromatic_A,fifths_A,entropy
0.10149025883023245,0.08628051964518382,0.08744400979240828,0.054350232559256965,0.0566831187160687,0.14837825797088774,0.06381120591060394,0.056092743722375674,0.010451404811388563,0.1274030276455214,0.057706663596005965,0.14990855680006648,0.019681886641111902,0.020189097472851886,2.3571980544114455
0.069882823650713,0.10958535539252225,7.392126835749558e-05,0.2122239607645904,0.04789404676590048,0.05656258337001114,0.10535783500915757,0.18745012329390764,0.0028986313474612902,0.12332389008569763,0.04709872586848121,0.037648103183200006,0.01434429981456178,0.013472344674672218,2.1592942105818294
0.2641842550522995,0.0773582714456633,0.006621819609334447,0.07324579263825012,0.18039460341811264,0.013550413167569402,0.03357763487652349,0.05167787160518915,0.07482002925575833,0.020237941715954406,0.032000670048077065,0.17233069716726795,0.024088003624497208,0.018719136212749652,2.094699803735284
0.01343501017413728,0.22399884468706707,0.09379889031792014,0.02102995020828308,0.11226916527536618,0.027778923742286004,0.03827270329711533,0.017411375777046163,0.08943542536515323,0.13479103586134822,0.033051274242050704,0.19472740105222658,0.015080399635850837,0.02285788616169878,2.15404544346229
0.14234035136322726,0.22647211886897506,0.019450912050173932,0.022316542406005266,0.07233317311538312,0.128790775897109,0.053325777147536405,0.05358945413424358,0.12234061259968858,0.017905842083095473,0.06423887931383092,0.07689556102073147,0.020878245515967724,0.022632310087273858,2.245081465859359
0.0517074377958803,0.10341216920744412,0.07167306167911706,0.18758062298089995,0.009558289046639315,0.09885662606572394,0.08630715359815182,0.01363274792120468,0.03818117289538008,0.1782270025200583,0.011563189274171774,0.1493005270153286,0.014370662795401364,0.014732950889531972,2.201422430480655
0.023687067408491684,0.014562618495832114,0.06557960416160859,0.08317879886518798,0.18440349837471684,0.0608326073787252,0.34892026905297896,0.04328502578824319,0.11519810419954662,0.030256321331772834,0.014760372350349016,0.015335712592546711,0.019786946526269895,0.009878451517689974,2.0022107824674404
0.029646262767698234,0.0076130769238205815,0.005126250091502051,0.0413445451925323,0.025106661462861554,0.04320455927799089,0.1672416360996267,0.09737423176885929,0.15858712411540724,0.039874799253003454,0.09696044538866519,0.28792040765803256,0.02204872587242008,0.019622130682791894,2.059567203567103
0.03580691244030107,0.06525926248867259,0.42789426428680905,0.014149366290557606,0.026489193924333142,0.10644058597104933,0.03273497983073261,0.020187663750808844,0.025949604849641764,0.10556071629004231,0.11308071597608824,0.026446733900963543,0.015698081739559118,0.020134240695643294,1.9208207831911386
0.02471779155594342,0.041160324984738046,0.02880813946777529,0.014851038092724289,0.00510435127522623,0.18190686399664988,0.06433486862612132,0.24262709526343645,0.0007855237730706574,0.04575241846273788,0.30612536647509475,0.04382621802648179,0.014919935661648235,0.02125066030318368,1.8907482972436815
0.02204197963721049,0.003918884599807112,0.06198792319704158,0.04587858408593137,0.10364339805690763,0.0593571192623562,0.10904410262828512,0.2328341480646253,0.12160254894060588,0.02028534591843224,0.06858755314427147,0.1508184124645256,0.022945460556224186,0.017502787219240874,2.2074990144335915
0.008649096371897867,0.07356715943638514,0.19868603222501302,0.15959949085672975,0.043843161616323796,0.04312605660318373,0.0698098966043783,0.002474143538704932,0.0249956025164042,0.07633375429274268,0.11139919342474687,0.18751641251348952,0.023004778605871083,0.018564568776716115,2.1673344935638585
0.0056154332913140835,0.04511263351213041,0.003641773103829929,0.08586128126259573,0.04248139111189778,0.07446554729129365,0.002044139608480427,0.14297292691685742,0.155137331984989,0.12442088764915478,0.18697434989891443,0.13127230436854248,0.024503416942900744,0.015928376254877776,2.1469414942572254
0.03195606816833504,0.1470474430040488,0.043519678543127334,0.05566375453850959,0.17223561991295014,0.03889681776414468,0.21623497491647264,0.04698275096985378,0.07055074555664387,0.06579572880664804,0.08001055689687882,0.031105860922387058,0.016270406612281636,0.021183151823066924,2.2692960385899723
0.022415248651427164,0.05795585984153725,0.07404929550930413,0.03968374465236687,0.07275086707640536,0.1054921264641648,0.29711980650104364,0.022180067862223003,0.017757076586366154,0.2389361529413848,0.021139491867836896,0.03052026204594005,0.01701044969965895,0.018222802576197687,2.0456409501242865
0.03876634714798142,0.026641539003863398,0.024341343782786046,0.04590810974272456,0.1919180933207994,0.11351144561198079,0.2919239523152573,0.01849928106932758,0.06665941690419568,0.08034574193505975,0.04477167171612409,0.05671305744989986,0.021713800628933206,0.017533614578675128,2.1364305591329535
0.07944896967911438,0.019014862167994546,0.05064034890353725,0.056295037643676146,0.12041227390600005,0.029143160312130545,0.25156185409762377,0.05981464184464518,0.11417715483367637,0.009346785676236867,0.16980810911084304,0.04033680182452183,0.014382169140628594,0.013647465465782096,2.185187322157455
0.02322227339466376,0.08725884229063967,0.11562657830894059,0.21239697280641048,0.0011056754403528657,0.07507672130847141,0.2572425229772482,0.07188357337890522,0.021753909847095212,0.00644861834706388,0.07577276503398704,0.05221154686622172,0.02053954000404838,0.01917849289945891,2.084589287154822
0.04462995112596922,0.06357532750520019,0.06304047552174767,0.019530418147409634,0.010825563858032633,0.06911490151877243,0.041815262984757184,0.04181956846367581,0.1058588823868576,0.02358066286835295,0.24481183521858296,0.2713971504006417,0.026231118964740664,0.014193257453041983,2.0887766862324164
0.03868814227056841,0.11070438438919046,0.0657380392276127,0.011972005365797008,0.006047033171053637,0.04929508120748835,0.10478756139938633,0.030865318345669173,0.14316236344993102,0.035773648685985864,0.06623613777496723,0.3367302847123498,0.01708965805604545,0.019560210139415,2.068135592426448
0.011324933747232195,0.07916521159735894,0.03189880957133831,0.07054723064014093,0.2141259558490508,0.1577943308037124,0.02067797901669539,0.0006437332066066869,0.02353838778675999,0.08048029017322103,0.053647481191550404,0.2561556564163329,0.02017809217529849,0.024793062801348385,2.0516302236859723
0.005892291330691759,0.04457202710282283,0.003735045541277135,0.03450308735008611,0.05402312263159344,0.08365134999836736,0.1341606686163,0.23733728268718166,0.04579998475206198,0.2410352837223422,0.022294536572288717,0.09299531969498678,0.019977392756941555,0.01160886069924975,2.0718413089787737
0.06894567838731668,0.01101348063197488,0.11415674642481102,0.13069113535419977,0.0854420963102351,0.02845933476806828,0.21284732849168284,0.014161425077849536,0.056676151220998505,0.18307412539546913,0.046154216546538944,0.048378281390855205,0.016200566073238155,0.018312045035249747,2.210811632081703
